title,field
Pioglitazone Ameliorates Renal Ischemia-Reperfusion Injury via Inhibition of NF-κB Activation and Inflammation in Rats,Medicine
Remarkable 8.3% efficiency and extended electron lifetime towards highly stable semi-transparent iodine-free DSSCs by mitigating the in-situ triiodide generation,Energy
Forthcoming Contents,
LEGAL FEATURES OF ECOSYSTEM SERVICES FOR REGULATIE DISCHARGES OF POLLUTANTS IN UKRAINE AND THE EU,Social Sciences
Changes in Chemical Structure of Thermally Modified Spruce Wood Due to Decaying Fungi,Engineering
A STRATEGIC HUMAN RESOURCE APPROACH TO LEADING DIVERSIFIED TEAMS: A CASE STUDY OF THE U.S. MILITARY,"Business, Management and Accounting"
Depression among Patients with Chronic Hepatitis B: A Cross-sectional Study in a Tertiary Hospital of Bangladesh,Medicine
Inside This Issue,
"Oceans, Lakes, and Inland Seas: A Virtual Issue on the Large Lakes of the World",Earth and Planetary Sciences
Increasing Trichomonas vaginalis testing for high-risk adolescents a pediatric emergency department,Immunology and Microbiology
Phytoremediation of Heavy Metals by Salvinia natans in a Kashmir Himalayan RAMSAR Site,Environmental Science
Brown adipose tissue volume and 18F-fluorodeoxyglucose uptake are not associated with energy intake in young human adults,Medicine
Early use of an implantable diaphragm pacing stimulator for a child with severe acute flaccid myelitis—a case report,Engineering
Ionic-activated semiconducting gas sensors operated by piezoelectric generators at room temperature,Engineering
Maria Janion in memoriam. Romantyzm jako projekt „humanistyki charyzmatycznej”,Social Sciences
"Links Between Sea Surface Temperature Structures, Clouds and Rainfall: Study Case of the Mediterranean Sea",Environmental Science
Brown adipose tissue in young adults who were born preterm or small for gestational age,Medicine
Black-hole chronicles: chasing the gravitational beast,Physics and Astronomy
Synthesis and Characterization ofZrO2:ZnO Nanoparticles Prepared by Laser Induced Plasma,Materials Science
Socioeconomics and Atherosclerosis,Medicine
Proposed Panel Zone Model for Seismic Design of Steel Moment-Resisting Frames,Engineering
S0965 Role of Metadoxine in Alcoholic Fatty Liver Disease and Alcoholic Hepatitis,Medicine
2019–2020 measles in the Republic of Guinea: epidemic features and herd immunity,Medicine
Pengembangan Model Pembelajaran Dengan Multimedia Dalam Pembelajaran Pencak Silat di Masa Pandemi Pada Siswa,Health Professions
EOM-CC methods with approximate triple excitations applied to core excitation and ionisation energies,Physics and Astronomy
On the role of electricity storage in capacity remuneration mechanisms,Engineering
Indirect Comparison of Lenadogene Nolparvovec Gene Therapy Versus Natural History in Patients with Leber Hereditary Optic Neuropathy Carrying the m.11778G&gt;A MT-ND4 Mutation,"Biochemistry, Genetics and Molecular Biology"
THE BEST NURSE RECOMMENDATION SUPPORT SYSTEM AT THE SRI MURTI HUSADA CLINIC IN SURAKARTA WITH THE WEIGHTED PRODUCT METHOD,Computer Science
VBD-MF: A Block Device to Monitor the File System of Virtual Machine,Computer Science
Constrained Radar Waveform Design for Range Profiling,Engineering
Cancer treatment during the coronavirus disease 2019 pandemic: Do not postpone but decide wisely,Medicine
HSP70 in Gills and Hepatopancreas of Mangrove Crabs Ucides cordatus: Comparison between Contaminated and Pristine Environments,Environmental Science
Modern Senicide in the Face of a Pandemic: An Examination of Public Discourse and Sentiment About Older Adults and COVID-19 Using Machine Learning,Psychology
Emerging nanozyme-based multimodal synergistic therapies in combating bacterial infections,Materials Science
Effect of Using Quercus Infectoria Galls in The Diet on Sheep Performance in Late Pregnancy And Early Lactation,Agricultural and Biological Sciences
High resolution wheat yield mapping using Sentinel-2,Environmental Science
QOL-22. Neurocognitive performance in survivors of pediatric brain tumors with neurocutaneous syndromes,"Biochemistry, Genetics and Molecular Biology"
"Density-based one-dimensional model potentials for strong-field simulations in He, <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi mathvariant=""normal"">H</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msup><mml:mrow /><mml:mo>+</mml:mo></mml:msup></mml:mrow></mml:math> , and <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msub><mml:mi mathvariant=""normal"">H</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:math>",Physics and Astronomy
"Administration of Curcumin, Betanin, and CoQ10 combined with nickel oxide, iron superoxide nanoparticles show preventive effects in breast cancer: Effect on apoptosis pathway and MiR-455 expression",Engineering
Interaction of the internal affairs bodies with the mass media,Social Sciences
Convex Subspace Clustering by Adaptive Block Diagonal Representation,Computer Science
Self-supervised anomaly detection based on foreground enhancement and autoencoder reconstruction,Computer Science
Impact of brief smoking cessation intervention on quitting rate and glycemic control in patients with diabetes: a randomized controlled trial,Medicine
Longitudinal changes in brain activation underlying reading fluency,Psychology
"The VENUS imaging beamline at the Spallation Neutron Source: layout, expected performance and status of the construction project",Physics and Astronomy
The Power of Anonymization and Sensitive Knowledge Hiding Using Sanitization Approach,Computer Science
Apples and oranges: political crops with and against the state in rural China,Social Sciences
THE SEMIOTICS OF GESTURES IN COGNITIVE LINGUISTICS: CONTRIBUTION AND CHALLENGES,Psychology
SELECTION OF THE OPTIMUM TAX REGIME UNDER THE CONDITIONS OF CANCELLATION OF THE ENVD ON THE EXAMPLE OF THE ООО «АМУРНЕТ»,Social Sciences
Psychological Impact of the COVID-19 Pandemic on Athletes,Psychology
Factors Influencing Cavitation Erosion of NiCrSiB Hardfacings Deposited by Oxy-Acetylene Powder Welding on Grey Cast Iron,Engineering
Professional Development of the Head of an Educational Institution Within the Postgraduate Education System,Computer Science
A STUDY ON ASPECTS OF LEAN MANUFACTURING PARADIGM,"Business, Management and Accounting"
A Predictive Model for Identifying the Most Effective Anti-CCR5 Monoclonal Antibody,Immunology and Microbiology
Advanced airway management and respiratory care in decompensated pulmonary hypertension,Medicine
Restoration of defaced serial numbers using lock-in infrared thermography (Part I),Engineering
New Perspectives on the East Africa Campaign of the Second World War,Social Sciences
Understanding evidence use from a programmatic perspective: conceptual development and empirical insights from national malaria control programmes,Health Professions
Serum extracellular vesicle microRNA dysregulation and childhood trauma in adolescents with major depressive disorder,"Biochemistry, Genetics and Molecular Biology"
The Updated Results of Asciminib Managed-Access Program (MAP) in Patients with Chronic Myeloid Leukemia in Russia,Medicine
American Parkinson Disease Association Explores the Current Research in Diverse Parkinson’s Disease Populations,Medicine
An Algorithm for Optimization of Recharging Stops: A Case Study of Electric Vehicle Charging Stations on Canadian’s Ontario Highway 401,Engineering
"Letter: the relationship between diet, mood and mucosal healing in coeliac disease remains to be verified—authors' reply",Medicine
The global structure theorem for finite groups with an abelian large p-subgroup,Mathematics
PENGARUH STRUKTUR KEPEMILIKAN ASING DAN KUALITAS AUDIT TERHADAP NILAI PERUSAHAAN DENGAN MANAJEMEN LABA SEBAGAI MEDIASI,"Business, Management and Accounting"
MENINGKATKAN KEMAMPUAN GURU DALAM MEMBUAT PROPOSAL PENELITIAN TINDAKAN KELAS PADA MTS BINAAN MELALUI WORKSHOP,Social Sciences
Polarization- and diffraction-controlled second-harmonic generation from semiconductor metasurfaces,Materials Science
"Cover Image, Volume 13, Issue 3",Medicine
Organic rice rhizosphere fungi produce cellulase and chitinase as a biological control agent,"Biochemistry, Genetics and Molecular Biology"
Enhanced Mott cell formation linked with IgM Fc receptor (FcμR) deficiency,Medicine
The U.S. Labor Relations System after Janus v. AFSCME: an Early Assessment,Social Sciences
World Gastroenterology Organisation (WGO) News and Events,Medicine
GIC calculation of Gansu power grid based on Power World,Earth and Planetary Sciences
Open multistate Majorana model,Physics and Astronomy
Semantic Interference Test: Evidence for Culture and Education Fairness from an Ethnically Diverse Sample in the USA,Neuroscience
"The effects of physical exercise on structural, functional, and biochemical brain characteristics in individuals with chronic whiplash‐associated disorder: A pilot randomized clinical trial",Medicine
"Program, Strategy and Tactics of Communist Movement in Contemporary Epoche",Environmental Science
Forecasted Shifts in Thermal Habitat for Cod Species in the Northwest Atlantic and Eastern Canadian Arctic,Environmental Science
Non-stationary quantum mechanics in hybrid non-Hermitian interaction representation,Physics and Astronomy
P-P06 Ward based goal directed fluid therapy (GDFT) in acute pancreatitis (GAP) trial: a feasibility randomised controlled trial [ISRCTN 36077283],Medicine
Optimal Design and Simulation Analysis of Spike Tooth Threshing Component Based on DEM,Engineering
Bioelectrosynthetic Conversion of CO2 Using Different Redox Mediators: Electron and Carbon Balances in a Bioelectrochemical System,Environmental Science
DIPG-14. Neogenin Knockout Stops the Invasion and Dissemination of Diffuse Intrinsic Pontine Gliomas<i>in vivo</i>.,Medicine
On pole-swapping algorithms for the eigenvalue problem,Computer Science
One-step direct oxidation of fullerene-fused alkoxy ethers to ketones for evaporable fullerene derivatives,Chemistry
1725. Differences in serotype 3 antibody response and antibody functionality compared to serotype 19A following 13-valent pneumococcal conjugate immunization in children,Medicine
Close surgical margins after radical prostatectomy: how to make a complex story even more complex,Medicine
Revisiting the Oldest Stars as Cosmological Probes: New Constraints on the Hubble Constant,Physics and Astronomy
A Reading Attempt On The Relationship of Film and Dream Experience: The Secret Face,Arts and Humanities
Pharmacokinetic Herb-Drug Interactions of Xiang-Sha-Liu-Jun-Zi-Tang and Paclitaxel in Male Sprague Dawley Rats and Its Influence on Enzyme Kinetics in Human Liver Microsomes,"Pharmacology, Toxicology and Pharmaceutics"
Diet therapy for irritable bowel syndrome: controversial and unresolved issues,Medicine
Bilateral brachial plexus block in a patient with cervical spinal cord injury,Medicine
Study on a Superhydrophobic Stainless Steel (SUS 304) Surface to Enhance Corrosion Resistance,Materials Science
A splice site mutation in the <i>FvePHP</i> gene is associated with leaf development and flowering time in woodland strawberry,"Biochemistry, Genetics and Molecular Biology"
Pengaruh Multi Level Marketing Terhadap Penjualan Produk Serum Vitamin C Salisa,Social Sciences
Investigating the role of osteoprotegerin gene polymorphic variants in osteoporosis,"Biochemistry, Genetics and Molecular Biology"
